dep;week;P;T;cl_age90;pop
2A;2021-S36;12;603;79;17664
2A;2021-S36;8;247;89;9431
2A;2021-S36;1;83;90;2201
2A;2021-S36;169;11751;0;162421
2A;2021-S37;14;305;09;15993
2A;2021-S37;18;882;19;15637
2A;2021-S37;23;2061;29;14253
2A;2021-S37;20;2374;39;20657
2A;2021-S37;17;1770;49;22044
2A;2021-S37;12;1542;59;23268
2A;2021-S37;11;935;69;21273
2A;2021-S37;7;575;79;17664
2A;2021-S37;1;233;89;9431
2A;2021-S37;0;72;90;2201
2A;2021-S37;125;10756;0;162421
2A;2021-S38;8;341;09;15993
2A;2021-S38;16;902;19;15637
2A;2021-S38;13;1783;29;14253
2A;2021-S38;22;2213;39;20657
2A;2021-S38;13;1671;49;22044
2A;2021-S38;6;1483;59;23268
2A;2021-S38;17;879;69;21273
2A;2021-S38;3;514;79;17664
2A;2021-S38;3;251;89;9431
2A;2021-S38;0;75;90;2201
2A;2021-S38;101;10117;0;162421
2A;2021-S39;9;329;09;15993
2A;2021-S39;24;1381;19;15637
2A;2021-S39;15;1690;29;14253
2A;2021-S39;14;2006;39;20657
2A;2021-S39;16;1575;49;22044
2A;2021-S39;7;1364;59;23268
2A;2021-S39;4;890;69;21273
2A;2021-S39;10;511;79;17664
2A;2021-S39;3;235;89;9431
2A;2021-S39;1;69;90;2201
2A;2021-S39;103;10055;0;162421
2A;2021-S40;21;532;09;15993
2A;2021-S40;39;1466;19;15637
2A;2021-S40;7;1457;29;14253
2A;2021-S40;22;1846;39;20657
2A;2021-S40;23;1525;49;22044
2A;2021-S40;9;1331;59;23268
2A;2021-S40;15;905;69;21273
2A;2021-S40;1;446;79;17664
2A;2021-S40;1;196;89;9431
2A;2021-S40;1;64;90;2201
2A;2021-S40;139;9772;0;162421
2A;2021-S41;13;376;09;15993
2A;2021-S41;26;1395;19;15637
2A;2021-S41;5;1315;29;14253
2A;2021-S41;23;1669;39;20657
2A;2021-S41;17;1483;49;22044
2A;2021-S41;12;1277;59;23268
2A;2021-S41;10;856;69;21273
2A;2021-S41;7;508;79;17664
2A;2021-S41;1;218;89;9431
2A;2021-S41;0;63;90;2201
2A;2021-S41;114;9165;0;162421
2A;2021-S42;10;409;09;15993
2A;2021-S42;13;1557;19;15637
2A;2021-S42;5;970;29;14253
2A;2021-S42;20;1345;39;20657
2A;2021-S42;25;1198;49;22044
2A;2021-S42;6;953;59;23268
2A;2021-S42;13;686;69;21273
2A;2021-S42;6;382;79;17664
2A;2021-S42;1;194;89;9431
2A;2021-S42;0;66;90;2201
2A;2021-S42;99;7761;0;162421
2A;2021-S43;10;192;09;15993
2A;2021-S43;18;1481;19;15637
2A;2021-S43;13;1029;29;14253
2A;2021-S43;27;1360;39;20657
2A;2021-S43;22;1150;49;22044
2A;2021-S43;14;955;59;23268
2A;2021-S43;12;682;69;21273
2A;2021-S43;6;386;79;17664
2A;2021-S43;0;182;89;9431
2A;2021-S43;0;49;90;2201
2A;2021-S43;122;7468;0;162421
2A;2021-S44;14;112;09;15993
2A;2021-S44;35;1230;19;15637
2A;2021-S44;28;928;29;14253
2A;2021-S44;33;1137;39;20657
2A;2021-S44;19;992;49;22044
2A;2021-S44;13;911;59;23268
2A;2021-S44;15;637;69;21273
2A;2021-S44;5;409;79;17664
2A;2021-S44;4;192;89;9431
2A;2021-S44;2;70;90;2201
2A;2021-S44;168;6623;0;162421
2A;2021-S45;24;187;09;15993
2A;2021-S45;45;1003;19;15637
2A;2021-S45;32;978;29;14253
2A;2021-S45;58;1268;39;20657
2A;2021-S45;43;1093;49;22044
2A;2021-S45;32;1000;59;23268
2A;2021-S45;12;765;69;21273
2A;2021-S45;17;448;79;17664
2A;2021-S45;4;174;89;9431
2A;2021-S45;2;62;90;2201
2A;2021-S45;269;6987;0;162421
2A;2021-S46;56;823;09;15993
2A;2021-S46;71;1383;19;15637
2A;2021-S46;51;1095;29;14253
2A;2021-S46;70;1483;39;20657
2A;2021-S46;62;1316;49;22044
2A;2021-S46;59;1175;59;23268
2A;2021-S46;21;814;69;21273
2A;2021-S46;15;507;79;17664
2A;2021-S46;7;227;89;9431
2A;2021-S46;0;76;90;2201
2A;2021-S46;412;8906;0;162421
2A;2021-S47;45;1033;09;15993
2A;2021-S47;111;1843;19;15637
2A;2021-S47;62;1233;29;14253
2A;2021-S47;104;1733;39;20657
2A;2021-S47;78;1545;49;22044
2A;2021-S47;58;1380;59;23268
2A;2021-S47;42;996;69;21273
2A;2021-S47;19;595;79;17664
2A;2021-S47;10;265;89;9431
2A;2021-S47;5;78;90;2201
2A;2021-S47;534;10705;0;162421
2A;2021-S48;31;971;09;15993
2A;2021-S48;119;1969;19;15637
2A;2021-S48;82;1421;29;14253
2A;2021-S48;105;1788;39;20657
2A;2021-S48;92;1660;49;22044
2A;2021-S48;103;1605;59;23268
2A;2021-S48;46;1028;69;21273
2A;2021-S48;21;618;79;17664
2A;2021-S48;15;348;89;9431
2A;2021-S48;7;136;90;2201
2A;2021-S48;623;11550;0;162421
2A;2021-S49;87;1470;09;15993
2A;2021-S49;188;2630;19;15637
2A;2021-S49;99;1639;29;14253
2A;2021-S49;167;2373;39;20657
2A;2021-S49;172;2209;49;22044
2A;2021-S49;106;1896;59;23268
2A;2021-S49;66;1280;69;21273
2A;2021-S49;33;745;79;17664
2A;2021-S49;26;370;89;9431
2A;2021-S49;4;104;90;2201
2A;2021-S49;948;14718;0;162421
2A;2021-S50;110;1512;09;15993
2A;2021-S50;160;2969;19;15637
2A;2021-S50;164;2337;29;14253
2A;2021-S50;206;3089;39;20657
2A;2021-S50;203;3062;49;22044
2A;2021-S50;127;2751;59;23268
2A;2021-S50;77;1574;69;21273
2A;2021-S50;40;921;79;17664
2A;2021-S50;20;430;89;9431
2A;2021-S50;8;116;90;2201
2A;2021-S50;1116;18765;0;162421
2A;2021-S51;96;971;09;15993
2A;2021-S51;188;2448;19;15637
2A;2021-S51;428;3348;29;14253
2A;2021-S51;379;3810;39;20657
2A;2021-S51;251;3131;49;22044
2A;2021-S51;168;3165;59;23268
2A;2021-S51;77;2204;69;21273
2A;2021-S51;52;1216;79;17664
2A;2021-S51;33;518;89;9431
2A;2021-S51;11;150;90;2201
2A;2021-S51;1683;20964;0;162421
2A;2021-S52;167;909;09;15993
2A;2021-S52;451;3010;19;15637
2A;2021-S52;781;4025;29;14253
2A;2021-S52;679;4092;39;20657
2A;2021-S52;495;3465;49;22044
2A;2021-S52;481;3591;59;23268
2A;2021-S52;278;2583;69;21273
2A;2021-S52;136;1565;79;17664
2A;2021-S52;86;742;89;9431
2A;2021-S52;26;219;90;2201
2A;2021-S52;3580;24202;0;162421
2A;2022-S01;321;2194;09;15993
2A;2022-S01;741;4145;19;15637
2A;2022-S01;769;3611;29;14253
2A;2022-S01;718;4006;39;20657
2A;2022-S01;641;3832;49;22044
2A;2022-S01;458;3554;59;23268
2A;2022-S01;278;2403;69;21273
2A;2022-S01;147;1578;79;17664
2A;2022-S01;77;759;89;9431
2A;2022-S01;21;216;90;2201
2A;2022-S01;4173;26301;0;162421
2B;2020-S21;0;19;09;17751
2B;2020-S21;1;33;19;19174
2B;2020-S21;0;97;29;19108
2B;2020-S21;2;112;39;22967
2B;2020-S21;3;103;49;23161
2B;2020-S21;1;92;59;24702
2B;2020-S21;0;72;69;23822
2B;2020-S21;0;56;79;19021
2B;2020-S21;0;42;89;9974
2B;2020-S21;0;19;90;2578
2B;2020-S21;7;645;0;182258
2B;2020-S22;0;11;09;17751
2B;2020-S22;0;22;19;19174
2B;2020-S22;0;70;29;19108
2B;2020-S22;0;102;39;22967
2B;2020-S22;0;88;49;23161
2B;2020-S22;0;96;59;24702
2B;2020-S22;0;71;69;23822
2B;2020-S22;0;75;79;19021
2B;2020-S22;0;37;89;9974
2B;2020-S22;0;20;90;2578
2B;2020-S22;0;592;0;182258
2B;2020-S23;0;5;09;17751
2B;2020-S23;0;21;19;19174
2B;2020-S23;0;46;29;19108
2B;2020-S23;0;48;39;22967
2B;2020-S23;1;73;49;23161
2B;2020-S23;1;96;59;24702
2B;2020-S23;0;75;69;23822
2B;2020-S23;0;70;79;19021
2B;2020-S23;0;45;89;9974
2B;2020-S23;0;15;90;2578
2B;2020-S23;2;494;0;182258
2B;2020-S24;0;9;09;17751
2B;2020-S24;0;23;19;19174
2B;2020-S24;0;41;29;19108
2B;2020-S24;3;54;39;22967
2B;2020-S24;0;58;49;23161
2B;2020-S24;1;67;59;24702
2B;2020-S24;0;76;69;23822
2B;2020-S24;0;71;79;19021
2B;2020-S24;0;37;89;9974
2B;2020-S24;0;12;90;2578
2B;2020-S24;4;450;0;182258
2B;2020-S25;0;8;09;17751
2B;2020-S25;0;23;19;19174
2B;2020-S25;0;52;29;19108
2B;2020-S25;0;49;39;22967
2B;2020-S25;1;42;49;23161
2B;2020-S25;0;65;59;24702
2B;2020-S25;0;68;69;23822
2B;2020-S25;0;65;79;19021
2B;2020-S25;0;32;89;9974
2B;2020-S25;0;7;90;2578
2B;2020-S25;1;412;0;182258
2B;2020-S26;0;7;09;17751
2B;2020-S26;0;29;19;19174
2B;2020-S26;1;42;29;19108
2B;2020-S26;0;46;39;22967
2B;2020-S26;0;54;49;23161
2B;2020-S26;0;66;59;24702
2B;2020-S26;0;82;69;23822
2B;2020-S26;0;54;79;19021
2B;2020-S26;0;35;89;9974
2B;2020-S26;0;4;90;2578
2B;2020-S26;1;419;0;182258
2B;2020-S27;0;16;09;17751
2B;2020-S27;0;35;19;19174
2B;2020-S27;0;72;29;19108
2B;2020-S27;0;74;39;22967
2B;2020-S27;0;61;49;23161
2B;2020-S27;0;89;59;24702
2B;2020-S27;0;73;69;23822
2B;2020-S27;0;79;79;19021
2B;2020-S27;0;41;89;9974
2B;2020-S27;0;6;90;2578
2B;2020-S27;0;546;0;182258
2B;2020-S28;0;32;09;17751
2B;2020-S28;0;42;19;19174
2B;2020-S28;2;89;29;19108
2B;2020-S28;0;97;39;22967
2B;2020-S28;0;107;49;23161
2B;2020-S28;1;91;59;24702
2B;2020-S28;0;96;69;23822
2B;2020-S28;0;64;79;19021
2B;2020-S28;0;53;89;9974
2B;2020-S28;0;11;90;2578
2B;2020-S28;3;684;0;182258
2B;2020-S29;0;27;09;17751
2B;2020-S29;1;51;19;19174
2B;2020-S29;2;116;29;19108
2B;2020-S29;3;118;39;22967
2B;2020-S29;2;115;49;23161
2B;2020-S29;2;112;59;24702
2B;2020-S29;0;103;69;23822
2B;2020-S29;1;82;79;19021
2B;2020-S29;0;52;89;9974
2B;2020-S29;0;14;90;2578
2B;2020-S29;11;792;0;182258
2B;2020-S30;0;35;09;17751
2B;2020-S30;0;72;19;19174
2B;2020-S30;0;143;29;19108
2B;2020-S30;0;182;39;22967
2B;2020-S30;1;169;49;23161
2B;2020-S30;0;144;59;24702
2B;2020-S30;1;119;69;23822
2B;2020-S30;0;120;79;19021
2B;2020-S30;0;50;89;9974
2B;2020-S30;0;22;90;2578
2B;2020-S30;2;1062;0;182258
2B;2020-S31;0;59;09;17751
2B;2020-S31;1;106;19;19174
2B;2020-S31;0;238;29;19108
2B;2020-S31;1;203;39;22967
2B;2020-S31;2;161;49;23161
2B;2020-S31;0;178;59;24702
2B;2020-S31;0;144;69;23822
2B;2020-S31;3;108;79;19021
2B;2020-S31;0;57;89;9974
2B;2020-S31;0;13;90;2578
2B;2020-S31;7;1270;0;182258
2B;2020-S32;1;41;09;17751
2B;2020-S32;0;118;19;19174
2B;2020-S32;5;279;29;19108
2B;2020-S32;0;257;39;22967
2B;2020-S32;0;238;49;23161
2B;2020-S32;1;204;59;24702
2B;2020-S32;0;224;69;23822
2B;2020-S32;0;186;79;19021
2B;2020-S32;0;74;89;9974
2B;2020-S32;0;14;90;2578
2B;2020-S32;7;1639;0;182258
2B;2020-S33;0;44;09;17751
2B;2020-S33;2;137;19;19174
2B;2020-S33;4;296;29;19108
2B;2020-S33;0;248;39;22967
2B;2020-S33;2;199;49;23161
2B;2020-S33;1;217;59;24702
2B;2020-S33;0;189;69;23822
2B;2020-S33;2;137;79;19021
2B;2020-S33;0;54;89;9974
2B;2020-S33;0;17;90;2578
2B;2020-S33;11;1544;0;182258
2B;2020-S34;1;57;09;17751
2B;2020-S34;0;241;19;19174
2B;2020-S34;2;410;29;19108
2B;2020-S34;5;290;39;22967
2B;2020-S34;5;296;49;23161
2B;2020-S34;1;303;59;24702
2B;2020-S34;1;226;69;23822
2B;2020-S34;1;223;79;19021
2B;2020-S34;0;89;89;9974
2B;2020-S34;0;24;90;2578
2B;2020-S34;16;2162;0;182258
2B;2020-S35;1;84;09;17751
2B;2020-S35;4;296;19;19174
2B;2020-S35;18;627;29;19108
2B;2020-S35;23;616;39;22967
2B;2020-S35;18;538;49;23161
2B;2020-S35;9;538;59;24702
2B;2020-S35;9;375;69;23822
2B;2020-S35;4;257;79;19021
2B;2020-S35;0;121;89;9974
2B;2020-S35;2;31;90;2578
2B;2020-S35;88;3487;0;182258
2B;2020-S36;6;153;09;17751
2B;2020-S36;10;344;19;19174
2B;2020-S36;31;960;29;19108
2B;2020-S36;27;1015;39;22967
2B;2020-S36;22;782;49;23161
2B;2020-S36;24;766;59;24702
2B;2020-S36;14;582;69;23822
2B;2020-S36;10;394;79;19021
2B;2020-S36;2;179;89;9974
2B;2020-S36;2;40;90;2578
2B;2020-S36;148;5218;0;182258
2B;2020-S37;6;403;09;17751
2B;2020-S37;11;447;19;19174
2B;2020-S37;46;953;29;19108
2B;2020-S37;19;881;39;22967
2B;2020-S37;25;805;49;23161
2B;2020-S37;24;801;59;24702
2B;2020-S37;15;616;69;23822
2B;2020-S37;15;415;79;19021
2B;2020-S37;6;214;89;9974
2B;2020-S37;1;53;90;2578
2B;2020-S37;168;5592;0;182258
2B;2020-S38;1;317;09;17751
2B;2020-S38;17;607;19;19174
2B;2020-S38;33;691;29;19108
2B;2020-S38;14;705;39;22967
2B;2020-S38;14;678;49;23161
2B;2020-S38;9;640;59;24702
2B;2020-S38;9;466;69;23822
2B;2020-S38;9;358;79;19021
2B;2020-S38;4;205;89;9974
2B;2020-S38;3;78;90;2578
2B;2020-S38;113;4748;0;182258
2B;2020-S39;1;107;09;17751
2B;2020-S39;13;437;19;19174
2B;2020-S39;15;502;29;19108
2B;2020-S39;6;449;39;22967
2B;2020-S39;5;421;49;23161
2B;2020-S39;13;446;59;24702
2B;2020-S39;7;346;69;23822
2B;2020-S39;3;269;79;19021
2B;2020-S39;0;145;89;9974
2B;2020-S39;1;31;90;2578
2B;2020-S39;64;3156;0;182258
2B;2020-S40;1;68;09;17751
2B;2020-S40;8;351;19;19174
2B;2020-S40;16;418;29;19108
2B;2020-S40;17;423;39;22967
2B;2020-S40;5;416;49;23161
2B;2020-S40;13;437;59;24702
2B;2020-S40;8;364;69;23822
2B;2020-S40;2;238;79;19021
2B;2020-S40;2;126;89;9974
2B;2020-S40;2;27;90;2578
2B;2020-S40;74;2871;0;182258
2B;2020-S41;2;91;09;17751
2B;2020-S41;17;336;19;19174
2B;2020-S41;43;478;29;19108
2B;2020-S41;29;518;39;22967
2B;2020-S41;21;453;49;23161
2B;2020-S41;22;487;59;24702
2B;2020-S41;13;427;69;23822
2B;2020-S41;17;312;79;19021
2B;2020-S41;3;163;89;9974
2B;2020-S41;2;29;90;2578
2B;2020-S41;169;3302;0;182258
2B;2020-S42;3;113;09;17751
2B;2020-S42;39;740;19;19174
2B;2020-S42;70;833;29;19108
2B;2020-S42;54;750;39;22967
2B;2020-S42;52;791;49;23161
2B;2020-S42;68;754;59;24702
2B;2020-S42;46;598;69;23822
2B;2020-S42;28;406;79;19021
2B;2020-S42;12;186;89;9974
2B;2020-S42;4;45;90;2578
2B;2020-S42;376;5223;0;182258
2B;2020-S43;16;174;09;17751
2B;2020-S43;38;633;19;19174
2B;2020-S43;84;1024;29;19108
2B;2020-S43;64;1051;39;22967
2B;2020-S43;74;1063;49;23161
2B;2020-S43;66;1026;59;24702
2B;2020-S43;78;762;69;23822
2B;2020-S43;39;479;79;19021
2B;2020-S43;24;249;89;9974
2B;2020-S43;6;60;90;2578
2B;2020-S43;490;6528;0;182258
2B;2020-S44;18;154;09;17751
2B;2020-S44;52;606;19;19174
2B;2020-S44;104;1047;29;19108
2B;2020-S44;105;1182;39;22967
2B;2020-S44;97;1152;49;23161
2B;2020-S44;92;1141;59;24702
2B;2020-S44;81;911;69;23822
2B;2020-S44;51;619;79;19021
2B;2020-S44;16;281;89;9974
2B;2020-S44;7;72;90;2578
2B;2020-S44;624;7170;0;182258
2B;2020-S45;9;179;09;17751
2B;2020-S45;44;670;19;19174
2B;2020-S45;83;1066;29;19108
2B;2020-S45;59;1091;39;22967
2B;2020-S45;49;1039;49;23161
2B;2020-S45;66;1241;59;24702
2B;2020-S45;56;842;69;23822
2B;2020-S45;31;582;79;19021
2B;2020-S45;14;313;89;9974
2B;2020-S45;6;90;90;2578
2B;2020-S45;417;7115;0;182258
2B;2020-S46;7;134;09;17751
2B;2020-S46;19;537;19;19174
2B;2020-S46;24;624;29;19108
2B;2020-S46;37;769;39;22967
2B;2020-S46;44;743;49;23161
2B;2020-S46;35;805;59;24702
2B;2020-S46;39;580;69;23822
2B;2020-S46;18;450;79;19021
2B;2020-S46;14;236;89;9974
2B;2020-S46;6;80;90;2578
2B;2020-S46;243;4961;0;182258
2B;2020-S47;6;119;09;17751
2B;2020-S47;5;343;19;19174
2B;2020-S47;14;433;29;19108
2B;2020-S47;13;564;39;22967
2B;2020-S47;15;634;49;23161
2B;2020-S47;14;664;59;24702
2B;2020-S47;17;555;69;23822
2B;2020-S47;11;418;79;19021
2B;2020-S47;8;216;89;9974
2B;2020-S47;1;65;90;2578
2B;2020-S47;104;4013;0;182258
2B;2020-S48;2;73;09;17751
2B;2020-S48;10;229;19;19174
2B;2020-S48;3;357;29;19108
2B;2020-S48;8;446;39;22967
2B;2020-S48;9;455;49;23161
2B;2020-S48;7;531;59;24702
2B;2020-S48;5;468;69;23822
2B;2020-S48;6;396;79;19021
2B;2020-S48;6;188;89;9974
2B;2020-S48;1;65;90;2578
2B;2020-S48;57;3211;0;182258
2B;2020-S49;3;61;09;17751
2B;2020-S49;3;171;19;19174
2B;2020-S49;7;279;29;19108
2B;2020-S49;6;398;39;22967
2B;2020-S49;5;394;49;23161
2B;2020-S49;6;474;59;24702
2B;2020-S49;6;420;69;23822
2B;2020-S49;3;330;79;19021
2B;2020-S49;1;148;89;9974
2B;2020-S49;5;41;90;2578
2B;2020-S49;45;2718;0;182258
2B;2020-S50;0;70;09;17751
2B;2020-S50;6;207;19;19174
2B;2020-S50;8;326;29;19108
2B;2020-S50;3;432;39;22967
2B;2020-S50;7;396;49;23161
2B;2020-S50;4;512;59;24702
2B;2020-S50;6;490;69;23822
2B;2020-S50;3;315;79;19021
2B;2020-S50;5;193;89;9974
2B;2020-S50;0;45;90;2578
2B;2020-S50;45;3000;0;182258
2B;2020-S51;1;127;09;17751
2B;2020-S51;2;634;19;19174
2B;2020-S51;6;935;29;19108
2B;2020-S51;15;1004;39;22967
2B;2020-S51;7;1050;49;23161
2B;2020-S51;13;1124;59;24702
2B;2020-S51;8;920;69;23822
2B;2020-S51;10;634;79;19021
2B;2020-S51;1;234;89;9974
2B;2020-S51;1;71;90;2578
2B;2020-S51;65;6739;0;182258
2B;2020-S52;1;161;09;17751
2B;2020-S52;2;1016;19;19174
2B;2020-S52;16;1589;29;19108
2B;2020-S52;14;1793;39;22967
2B;2020-S52;8;1683;49;23161
2B;2020-S52;15;1815;59;24702
2B;2020-S52;21;1340;69;23822
2B;2020-S52;11;885;79;19021
2B;2020-S52;5;289;89;9974
2B;2020-S52;2;69;90;2578
2B;2020-S52;101;10662;0;182258
2B;2020-S53;2;79;09;17751
2B;2020-S53;14;1088;19;19174
2B;2020-S53;11;1475;29;19108
2B;2020-S53;25;1565;39;22967
2B;2020-S53;22;1426;49;23161
2B;2020-S53;16;1398;59;24702
2B;2020-S53;16;1029;69;23822
2B;2020-S53;13;574;79;19021
2B;2020-S53;1;201;89;9974
2B;2020-S53;1;51;90;2578
2B;2020-S53;121;8889;0;182258
2B;2021-S01;7;82;09;17751
2B;2021-S01;12;453;19;19174
2B;2021-S01;24;957;29;19108
2B;2021-S01;24;998;39;22967
2B;2021-S01;23;1003;49;23161
2B;2021-S01;16;1204;59;24702
2B;2021-S01;13;963;69;23822
2B;2021-S01;15;634;79;19021
2B;2021-S01;2;244;89;9974
2B;2021-S01;1;46;90;2578
2B;2021-S01;137;6591;0;182258
2B;2021-S02;2;147;09;17751
2B;2021-S02;15;569;19;19174
2B;2021-S02;18;1010;29;19108
2B;2021-S02;30;1095;39;22967
2B;2021-S02;22;1104;49;23161
2B;2021-S02;23;1262;59;24702
2B;2021-S02;15;973;69;23822
2B;2021-S02;13;667;79;19021
2B;2021-S02;17;288;89;9974
2B;2021-S02;2;98;90;2578
2B;2021-S02;157;7221;0;182258
2B;2021-S03;4;153;09;17751
2B;2021-S03;18;470;19;19174
2B;2021-S03;29;1028;29;19108
2B;2021-S03;37;1150;39;22967
2B;2021-S03;25;1117;49;23161
2B;2021-S03;31;1179;59;24702
2B;2021-S03;28;990;69;23822
2B;2021-S03;31;649;79;19021
2B;2021-S03;14;312;89;9974
2B;2021-S03;12;96;90;2578
2B;2021-S03;229;7148;0;182258
2B;2021-S04;12;159;09;17751
2B;2021-S04;12;521;19;19174
2B;2021-S04;25;1089;29;19108
2B;2021-S04;26;1348;39;22967
2B;2021-S04;30;1241;49;23161
2B;2021-S04;39;1367;59;24702
2B;2021-S04;33;1088;69;23822
2B;2021-S04;30;725;79;19021
2B;2021-S04;22;357;89;9974
2B;2021-S04;20;139;90;2578
2B;2021-S04;250;8043;0;182258
2B;2021-S05;11;203;09;17751
2B;2021-S05;23;725;19;19174
2B;2021-S05;29;1141;29;19108
2B;2021-S05;36;1270;39;22967
2B;2021-S05;40;1234;49;23161
2B;2021-S05;43;1398;59;24702
2B;2021-S05;39;1042;69;23822
2B;2021-S05;18;700;79;19021
2B;2021-S05;24;338;89;9974
2B;2021-S05;8;116;90;2578
2B;2021-S05;271;8170;0;182258
2B;2021-S06;11;264;09;17751
2B;2021-S06;20;1035;19;19174
2B;2021-S06;28;1048;29;19108
2B;2021-S06;38;1343;39;22967
2B;2021-S06;27;1369;49;23161
2B;2021-S06;28;1300;59;24702
2B;2021-S06;34;953;69;23822
2B;2021-S06;14;607;79;19021
2B;2021-S06;10;260;89;9974
2B;2021-S06;0;83;90;2578
2B;2021-S06;210;8264;0;182258
2B;2021-S07;7;154;09;17751
2B;2021-S07;28;861;19;19174
2B;2021-S07;36;1102;29;19108
2B;2021-S07;36;1297;39;22967
2B;2021-S07;32;1338;49;23161
2B;2021-S07;42;1353;59;24702
2B;2021-S07;32;1002;69;23822
2B;2021-S07;19;564;79;19021
2B;2021-S07;9;260;89;9974
2B;2021-S07;2;84;90;2578
2B;2021-S07;243;8026;0;182258
2B;2021-S08;11;142;09;17751
2B;2021-S08;40;865;19;19174
2B;2021-S08;40;1165;29;19108
2B;2021-S08;44;1413;39;22967
2B;2021-S08;39;1307;49;23161
2B;2021-S08;63;1516;59;24702
2B;2021-S08;34;1096;69;23822
2B;2021-S08;24;660;79;19021
2B;2021-S08;11;322;89;9974
2B;2021-S08;4;98;90;2578
2B;2021-S08;310;8587;0;182258
2B;2021-S09;13;277;09;17751
2B;2021-S09;49;719;19;19174
2B;2021-S09;48;1200;29;19108
2B;2021-S09;59;1248;39;22967
2B;2021-S09;49;1234;49;23161
2B;2021-S09;36;1339;59;24702
2B;2021-S09;43;1127;69;23822
2B;2021-S09;19;740;79;19021
2B;2021-S09;16;327;89;9974
2B;2021-S09;4;103;90;2578
2B;2021-S09;336;8317;0;182258
2B;2021-S10;12;399;09;17751
2B;2021-S10;42;1267;19;19174
2B;2021-S10;42;1216;29;19108
2B;2021-S10;42;1353;39;22967
2B;2021-S10;45;1405;49;23161
2B;2021-S10;37;1412;59;24702
2B;2021-S10;29;1176;69;23822
2B;2021-S10;32;693;79;19021
2B;2021-S10;12;318;89;9974
2B;2021-S10;6;106;90;2578
2B;2021-S10;299;9349;0;182258
2B;2021-S11;10;529;09;17751
2B;2021-S11;36;1186;19;19174
2B;2021-S11;26;1008;29;19108
2B;2021-S11;33;1222;39;22967
2B;2021-S11;27;1225;49;23161
2B;2021-S11;32;1356;59;24702
2B;2021-S11;27;1045;69;23822
2B;2021-S11;21;695;79;19021
2B;2021-S11;10;268;89;9974
2B;2021-S11;2;61;90;2578
2B;2021-S11;225;8603;0;182258
2B;2021-S12;11;474;09;17751
2B;2021-S12;21;882;19;19174
2B;2021-S12;27;976;29;19108
2B;2021-S12;37;1269;39;22967
2B;2021-S12;30;1238;49;23161
2B;2021-S12;31;1360;59;24702
2B;2021-S12;35;1033;69;23822
2B;2021-S12;16;677;79;19021
2B;2021-S12;7;285;89;9974
2B;2021-S12;5;117;90;2578
2B;2021-S12;220;8315;0;182258
2B;2021-S13;19;495;09;17751
2B;2021-S13;32;1026;19;19174
2B;2021-S13;28;1145;29;19108
2B;2021-S13;32;1253;39;22967
2B;2021-S13;44;1296;49;23161
2B;2021-S13;30;1342;59;24702
2B;2021-S13;27;1055;69;23822
2B;2021-S13;17;624;79;19021
2B;2021-S13;6;249;89;9974
2B;2021-S13;1;83;90;2578
2B;2021-S13;236;8572;0;182258
2B;2021-S14;19;263;09;17751
2B;2021-S14;32;578;19;19174
2B;2021-S14;30;967;29;19108
2B;2021-S14;40;1082;39;22967
2B;2021-S14;45;1138;49;23161
2B;2021-S14;32;1146;59;24702
2B;2021-S14;23;920;69;23822
2B;2021-S14;13;573;79;19021
2B;2021-S14;11;258;89;9974
2B;2021-S14;1;84;90;2578
2B;2021-S14;246;7011;0;182258
2B;2021-S15;11;153;09;17751
2B;2021-S15;47;632;19;19174
2B;2021-S15;38;972;29;19108
2B;2021-S15;44;1155;39;22967
2B;2021-S15;48;1109;49;23161
2B;2021-S15;41;1191;59;24702
2B;2021-S15;30;989;69;23822
2B;2021-S15;16;632;79;19021
2B;2021-S15;10;245;89;9974
2B;2021-S15;7;95;90;2578
2B;2021-S15;292;7174;0;182258
2B;2021-S16;19;129;09;17751
2B;2021-S16;33;608;19;19174
2B;2021-S16;36;855;29;19108
2B;2021-S16;28;999;39;22967
2B;2021-S16;41;1016;49;23161
2B;2021-S16;26;1046;59;24702
2B;2021-S16;27;878;69;23822
2B;2021-S16;14;523;79;19021
2B;2021-S16;7;248;89;9974
2B;2021-S16;10;93;90;2578
2B;2021-S16;242;6396;0;182258
2B;2021-S17;17;371;09;17751
2B;2021-S17;52;688;19;19174
2B;2021-S17;37;932;29;19108
2B;2021-S17;28;920;39;22967
2B;2021-S17;30;918;49;23161
2B;2021-S17;20;1046;59;24702
2B;2021-S17;17;785;69;23822
2B;2021-S17;7;490;79;19021
2B;2021-S17;8;235;89;9974
2B;2021-S17;9;77;90;2578
2B;2021-S17;225;6465;0;182258
2B;2021-S18;16;707;09;17751
2B;2021-S18;62;970;19;19174
2B;2021-S18;34;940;29;19108
2B;2021-S18;24;1032;39;22967
2B;2021-S18;27;1028;49;23161
2B;2021-S18;14;1065;59;24702
2B;2021-S18;7;850;69;23822
2B;2021-S18;6;512;79;19021
2B;2021-S18;2;214;89;9974
2B;2021-S18;3;79;90;2578
2B;2021-S18;195;7400;0;182258
2B;2021-S19;6;556;09;17751
2B;2021-S19;8;913;19;19174
2B;2021-S19;9;986;29;19108
2B;2021-S19;6;1026;39;22967
2B;2021-S19;4;1044;49;23161
2B;2021-S19;11;1157;59;24702
2B;2021-S19;6;829;69;23822
2B;2021-S19;5;520;79;19021
2B;2021-S19;2;192;89;9974
2B;2021-S19;1;53;90;2578
