dep;week;P;T;cl_age90;pop
75;2020-S27;22;2645;39;332595
75;2020-S27;23;2156;49;277369
75;2020-S27;15;1715;59;259307
75;2020-S27;13;1463;69;213755
75;2020-S27;6;1162;79;163119
75;2020-S27;5;681;89;82607
75;2020-S27;4;276;90;26637
75;2020-S27;154;15390;0;2148271
75;2020-S28;5;1351;09;198578
75;2020-S28;20;1371;19;208074
75;2020-S28;47;3085;29;386230
75;2020-S28;41;3550;39;332595
75;2020-S28;31;2665;49;277369
75;2020-S28;30;2074;59;259307
75;2020-S28;17;1536;69;213755
75;2020-S28;9;1109;79;163119
75;2020-S28;7;710;89;82607
75;2020-S28;6;336;90;26637
75;2020-S28;214;17816;0;2148271
75;2020-S29;8;944;09;198578
75;2020-S29;20;1390;19;208074
75;2020-S29;59;3826;29;386230
75;2020-S29;61;3670;39;332595
75;2020-S29;29;2552;49;277369
75;2020-S29;41;2062;59;259307
75;2020-S29;23;1608;69;213755
75;2020-S29;17;1164;79;163119
75;2020-S29;8;673;89;82607
75;2020-S29;4;308;90;26637
75;2020-S29;277;18241;0;2148271
75;2020-S30;6;866;09;198578
75;2020-S30;22;1559;19;208074
75;2020-S30;104;5732;29;386230
75;2020-S30;89;5184;39;332595
75;2020-S30;45;3454;49;277369
75;2020-S30;34;2869;59;259307
75;2020-S30;39;2099;69;213755
75;2020-S30;14;1412;79;163119
75;2020-S30;8;858;89;82607
75;2020-S30;10;383;90;26637
75;2020-S30;380;24493;0;2148271
75;2020-S31;10;925;09;198578
75;2020-S31;36;2341;19;208074
75;2020-S31;265;8931;29;386230
75;2020-S31;138;7711;39;332595
75;2020-S31;74;4952;49;277369
75;2020-S31;63;3949;59;259307
75;2020-S31;40;2609;69;213755
75;2020-S31;25;1735;79;163119
75;2020-S31;10;808;89;82607
75;2020-S31;3;384;90;26637
75;2020-S31;675;34397;0;2148271
75;2020-S32;22;927;09;198578
75;2020-S32;89;2699;19;208074
75;2020-S32;439;10993;29;386230
75;2020-S32;296;8988;39;332595
75;2020-S32;161;5695;49;277369
75;2020-S32;131;4510;59;259307
75;2020-S32;106;3212;69;213755
75;2020-S32;73;1990;79;163119
75;2020-S32;31;958;89;82607
75;2020-S32;2;376;90;26637
75;2020-S32;1360;40401;0;2148271
75;2020-S33;21;729;09;198578
75;2020-S33;110;2530;19;208074
75;2020-S33;605;10412;29;386230
75;2020-S33;333;7836;39;332595
75;2020-S33;165;4531;49;277369
75;2020-S33;130;3753;59;259307
75;2020-S33;85;2666;69;213755
75;2020-S33;49;1626;79;163119
75;2020-S33;17;839;89;82607
75;2020-S33;4;450;90;26637
75;2020-S33;1528;35430;0;2148271
75;2020-S34;18;837;09;198578
75;2020-S34;186;2804;19;208074
75;2020-S34;929;13621;29;386230
75;2020-S34;477;9070;39;332595
75;2020-S34;205;5318;49;277369
75;2020-S34;158;4556;59;259307
75;2020-S34;102;3289;69;213755
75;2020-S34;44;1756;79;163119
75;2020-S34;33;1079;89;82607
75;2020-S34;16;583;90;26637
75;2020-S34;2173;42952;0;2148271
75;2020-S35;28;947;09;198578
75;2020-S35;263;3616;19;208074
75;2020-S35;1504;17504;29;386230
75;2020-S35;687;10993;39;332595
75;2020-S35;318;6472;49;277369
75;2020-S35;237;5608;59;259307
75;2020-S35;179;4266;69;213755
75;2020-S35;72;2174;79;163119
75;2020-S35;36;1227;89;82607
75;2020-S35;19;710;90;26637
75;2020-S35;3359;53573;0;2148271
75;2020-S36;79;1338;09;198578
75;2020-S36;303;3542;19;208074
75;2020-S36;1639;19852;29;386230
75;2020-S36;785;12792;39;332595
75;2020-S36;362;7357;49;277369
75;2020-S36;318;6622;59;259307
75;2020-S36;237;5297;69;213755
75;2020-S36;86;2683;79;163119
75;2020-S36;35;1369;89;82607
75;2020-S36;18;630;90;26637
75;2020-S36;3873;61535;0;2148271
75;2020-S37;123;3122;09;198578
75;2020-S37;492;4765;19;208074
75;2020-S37;1678;18086;29;386230
75;2020-S37;830;12873;39;332595
75;2020-S37;498;8041;49;277369
75;2020-S37;433;6584;59;259307
75;2020-S37;232;4909;69;213755
75;2020-S37;130;2637;79;163119
75;2020-S37;67;1467;89;82607
75;2020-S37;15;651;90;26637
75;2020-S37;4507;63198;0;2148271
75;2020-S38;111;2658;09;198578
75;2020-S38;585;6481;19;208074
75;2020-S38;2010;17938;29;386230
75;2020-S38;1093;13039;39;332595
75;2020-S38;647;8144;49;277369
75;2020-S38;525;6695;59;259307
75;2020-S38;314;4884;69;213755
75;2020-S38;126;2508;79;163119
75;2020-S38;60;1401;89;82607
75;2020-S38;23;630;90;26637
75;2020-S38;5510;64437;0;2148271
75;2020-S39;69;1205;09;198578
75;2020-S39;529;5554;19;208074
75;2020-S39;2121;17989;29;386230
75;2020-S39;1211;11954;39;332595
75;2020-S39;670;7549;49;277369
75;2020-S39;588;6500;59;259307
75;2020-S39;431;4858;69;213755
75;2020-S39;167;2580;79;163119
75;2020-S39;97;1404;89;82607
75;2020-S39;34;629;90;26637
75;2020-S39;5932;60276;0;2148271
75;2020-S40;51;799;09;198578
75;2020-S40;553;5007;19;208074
75;2020-S40;2509;18420;29;386230
75;2020-S40;1393;12281;39;332595
75;2020-S40;800;7276;49;277369
75;2020-S40;603;6260;59;259307
75;2020-S40;424;5340;69;213755
75;2020-S40;203;2514;79;163119
75;2020-S40;99;1536;89;82607
75;2020-S40;34;835;90;26637
75;2020-S40;6685;60317;0;2148271
75;2020-S41;95;974;09;198578
75;2020-S41;774;5866;19;208074
75;2020-S41;3249;21768;29;386230
75;2020-S41;1992;14995;39;332595
75;2020-S41;1113;8901;49;277369
75;2020-S41;983;7860;59;259307
75;2020-S41;710;6169;69;213755
75;2020-S41;295;3031;79;163119
75;2020-S41;132;1611;89;82607
75;2020-S41;43;776;90;26637
75;2020-S41;9401;72010;0;2148271
75;2020-S42;138;1919;09;198578
75;2020-S42;845;8508;19;208074
75;2020-S42;2918;22319;29;386230
75;2020-S42;2104;16525;39;332595
75;2020-S42;1347;11505;49;277369
75;2020-S42;1162;9416;59;259307
75;2020-S42;838;7215;69;213755
75;2020-S42;402;3502;79;163119
75;2020-S42;190;1879;89;82607
75;2020-S42;60;884;90;26637
75;2020-S42;10019;83735;0;2148271
75;2020-S43;185;1951;09;198578
75;2020-S43;915;7092;19;208074
75;2020-S43;3568;24155;29;386230
75;2020-S43;2704;18118;39;332595
75;2020-S43;1769;12234;49;277369
75;2020-S43;1560;10043;59;259307
75;2020-S43;1086;7601;69;213755
75;2020-S43;567;3639;79;163119
75;2020-S43;284;2096;89;82607
75;2020-S43;118;1073;90;26637
75;2020-S43;12767;88027;0;2148271
75;2020-S44;208;1461;09;198578
75;2020-S44;970;5541;19;208074
75;2020-S44;2864;22374;29;386230
75;2020-S44;2288;17341;39;332595
75;2020-S44;1695;11150;49;277369
75;2020-S44;1558;9810;59;259307
75;2020-S44;1195;8316;69;213755
75;2020-S44;606;4086;79;163119
75;2020-S44;302;2136;89;82607
75;2020-S44;134;1028;90;26637
75;2020-S44;11836;83293;0;2148271
75;2020-S45;172;1359;09;198578
75;2020-S45;758;4691;19;208074
75;2020-S45;1387;12197;29;386230
75;2020-S45;1260;11214;39;332595
75;2020-S45;1020;8391;49;277369
75;2020-S45;1003;7658;59;259307
75;2020-S45;806;6744;69;213755
75;2020-S45;385;3531;79;163119
75;2020-S45;226;2192;89;82607
75;2020-S45;134;1280;90;26637
75;2020-S45;7159;59288;0;2148271
75;2020-S46;81;1069;09;198578
75;2020-S46;377;3526;19;208074
75;2020-S46;638;7237;29;386230
75;2020-S46;566;6975;39;332595
75;2020-S46;530;5574;49;277369
75;2020-S46;484;5391;59;259307
75;2020-S46;403;4782;69;213755
75;2020-S46;223;2880;79;163119
75;2020-S46;149;1788;89;82607
75;2020-S46;116;1121;90;26637
75;2020-S46;3574;40371;0;2148271
75;2020-S47;93;1124;09;198578
75;2020-S47;321;3448;19;208074
75;2020-S47;433;8072;29;386230
75;2020-S47;443;8112;39;332595
75;2020-S47;435;6712;49;277369
75;2020-S47;353;6113;59;259307
75;2020-S47;286;4871;69;213755
75;2020-S47;172;3166;79;163119
75;2020-S47;111;1901;89;82607
75;2020-S47;61;1121;90;26637
75;2020-S47;2713;44670;0;2148271
75;2020-S48;51;1000;09;198578
75;2020-S48;252;3953;19;208074
75;2020-S48;348;8391;29;386230
75;2020-S48;350;9108;39;332595
75;2020-S48;332;7002;49;277369
75;2020-S48;289;6474;59;259307
75;2020-S48;224;5191;69;213755
75;2020-S48;122;3392;79;163119
75;2020-S48;90;1914;89;82607
75;2020-S48;59;837;90;26637
75;2020-S48;2119;47284;0;2148271
75;2020-S49;55;1077;09;198578
75;2020-S49;158;3524;19;208074
75;2020-S49;369;9667;29;386230
75;2020-S49;379;9763;39;332595
75;2020-S49;254;7090;49;277369
75;2020-S49;255;6372;59;259307
75;2020-S49;190;5343;69;213755
75;2020-S49;122;3263;79;163119
75;2020-S49;62;1868;89;82607
75;2020-S49;50;949;90;26637
75;2020-S49;1897;48950;0;2148271
75;2020-S50;70;1347;09;198578
75;2020-S50;194;3694;19;208074
75;2020-S50;448;14063;29;386230
75;2020-S50;493;13619;39;332595
75;2020-S50;342;8999;49;277369
75;2020-S50;330;7954;59;259307
75;2020-S50;214;6746;69;213755
75;2020-S50;127;3953;79;163119
75;2020-S50;83;2029;89;82607
75;2020-S50;39;835;90;26637
75;2020-S50;2343;63271;0;2148271
75;2020-S51;107;4511;09;198578
75;2020-S51;276;13009;19;208074
75;2020-S51;694;35189;29;386230
75;2020-S51;616;33908;39;332595
75;2020-S51;476;22909;49;277369
75;2020-S51;418;16137;59;259307
75;2020-S51;309;11950;69;213755
75;2020-S51;175;6381;79;163119
75;2020-S51;113;2798;89;82607
75;2020-S51;60;982;90;26637
75;2020-S51;3248;147825;0;2148271
75;2020-S52;73;4661;09;198578
75;2020-S52;265;16484;19;208074
75;2020-S52;684;48332;29;386230
75;2020-S52;598;46436;39;332595
75;2020-S52;417;31250;49;277369
75;2020-S52;385;23168;59;259307
75;2020-S52;300;14511;69;213755
75;2020-S52;151;7389;79;163119
75;2020-S52;116;3111;89;82607
75;2020-S52;60;1136;90;26637
75;2020-S52;3049;196507;0;2148271
75;2020-S53;52;1449;09;198578
75;2020-S53;234;7153;19;208074
75;2020-S53;722;28819;29;386230
75;2020-S53;572;22589;39;332595
75;2020-S53;405;13007;49;277369
75;2020-S53;357;10695;59;259307
75;2020-S53;272;8449;69;213755
75;2020-S53;168;4637;79;163119
75;2020-S53;101;2140;89;82607
75;2020-S53;57;908;90;26637
75;2020-S53;2941;99869;0;2148271
75;2021-S01;74;1413;09;198578
75;2021-S01;340;6290;19;208074
75;2021-S01;1061;25122;29;386230
75;2021-S01;737;19518;39;332595
75;2021-S01;492;12476;49;277369
75;2021-S01;455;10980;59;259307
75;2021-S01;319;8950;69;213755
75;2021-S01;193;5025;79;163119
75;2021-S01;112;2589;89;82607
75;2021-S01;52;1175;90;26637
75;2021-S01;3838;93557;0;2148271
75;2021-S02;131;1939;09;198578
75;2021-S02;369;9143;19;208074
75;2021-S02;909;21752;29;386230
75;2021-S02;814;19001;39;332595
75;2021-S02;525;13076;49;277369
75;2021-S02;481;11405;59;259307
75;2021-S02;372;9111;69;213755
75;2021-S02;186;5204;79;163119
75;2021-S02;144;2638;89;82607
75;2021-S02;68;1164;90;26637
75;2021-S02;4002;94459;0;2148271
75;2021-S03;167;2730;09;198578
75;2021-S03;455;8740;19;208074
75;2021-S03;860;22168;29;386230
75;2021-S03;692;19297;39;332595
75;2021-S03;557;13276;49;277369
75;2021-S03;510;10834;59;259307
75;2021-S03;358;8723;69;213755
75;2021-S03;252;4892;79;163119
75;2021-S03;154;2413;89;82607
75;2021-S03;86;1031;90;26637
75;2021-S03;4098;94125;0;2148271
75;2021-S04;192;3055;09;198578
75;2021-S04;467;9893;19;208074
75;2021-S04;886;24105;29;386230
75;2021-S04;764;21273;39;332595
75;2021-S04;611;14665;49;277369
75;2021-S04;536;11513;59;259307
75;2021-S04;410;9489;69;213755
75;2021-S04;250;5012;79;163119
75;2021-S04;186;2450;89;82607
75;2021-S04;74;1050;90;26637
75;2021-S04;4380;102523;0;2148271
75;2021-S05;187;3187;09;198578
75;2021-S05;591;10119;19;208074
75;2021-S05;936;24114;29;386230
75;2021-S05;779;20575;39;332595
75;2021-S05;624;13990;49;277369
75;2021-S05;475;11359;59;259307
75;2021-S05;427;9340;69;213755
75;2021-S05;223;5218;79;163119
75;2021-S05;129;2652;89;82607
75;2021-S05;76;1195;90;26637
75;2021-S05;4452;101832;0;2148271
75;2021-S06;280;6121;09;198578
75;2021-S06;716;17346;19;208074
75;2021-S06;850;23643;29;386230
75;2021-S06;759;21981;39;332595
75;2021-S06;653;17585;49;277369
75;2021-S06;528;12384;59;259307
75;2021-S06;393;9233;69;213755
75;2021-S06;208;4754;79;163119
75;2021-S06;145;2345;89;82607
75;2021-S06;73;1218;90;26637
75;2021-S06;4607;116640;0;2148271
75;2021-S07;237;5040;09;198578
75;2021-S07;581;12667;19;208074
75;2021-S07;1172;26177;29;386230
75;2021-S07;950;22275;39;332595
75;2021-S07;852;17742;49;277369
75;2021-S07;700;12940;59;259307
75;2021-S07;439;9633;69;213755
75;2021-S07;279;4927;79;163119
75;2021-S07;178;2554;89;82607
75;2021-S07;81;1353;90;26637
75;2021-S07;5470;115345;0;2148271
75;2021-S08;201;2687;09;198578
75;2021-S08;614;7326;19;208074
75;2021-S08;1274;26905;29;386230
75;2021-S08;1093;21849;39;332595
75;2021-S08;849;14464;49;277369
75;2021-S08;701;12241;59;259307
75;2021-S08;508;10334;69;213755
75;2021-S08;264;5306;79;163119
75;2021-S08;181;2600;89;82607
75;2021-S08;63;1076;90;26637
75;2021-S08;5748;104815;0;2148271
75;2021-S09;222;3142;09;198578
75;2021-S09;662;8847;19;208074
75;2021-S09;1395;27941;29;386230
75;2021-S09;1076;21834;39;332595
75;2021-S09;887;14161;49;277369
75;2021-S09;746;12138;59;259307
75;2021-S09;561;10650;69;213755
75;2021-S09;289;5626;79;163119
75;2021-S09;143;2679;89;82607
75;2021-S09;61;1179;90;26637
75;2021-S09;6045;108230;0;2148271
75;2021-S10;306;7102;09;198578
75;2021-S10;836;13368;19;208074
75;2021-S10;1783;29575;29;386230
75;2021-S10;1357;23813;39;332595
75;2021-S10;1074;15592;49;277369
75;2021-S10;958;13236;59;259307
75;2021-S10;704;10546;69;213755
75;2021-S10;314;5520;79;163119
75;2021-S10;151;2566;89;82607
75;2021-S10;54;1228;90;26637
75;2021-S10;7538;122575;0;2148271
75;2021-S11;566;8742;09;198578
75;2021-S11;1258;17137;19;208074
75;2021-S11;2216;33752;29;386230
75;2021-S11;1866;28176;39;332595
75;2021-S11;1486;19342;49;277369
75;2021-S11;1236;15537;59;259307
75;2021-S11;843;11721;69;213755
75;2021-S11;397;5674;79;163119
75;2021-S11;204;2430;89;82607
75;2021-S11;80;1016;90;26637
75;2021-S11;10152;143561;0;2148271
75;2021-S12;662;13115;09;198578
75;2021-S12;1597;22501;19;208074
75;2021-S12;2288;37027;29;386230
75;2021-S12;2068;31691;39;332595
75;2021-S12;1725;22720;49;277369
75;2021-S12;1305;17650;59;259307
75;2021-S12;946;14121;69;213755
75;2021-S12;386;6214;79;163119
75;2021-S12;203;2722;89;82607
75;2021-S12;90;1239;90;26637
75;2021-S12;11271;169033;0;2148271
75;2021-S13;627;14702;09;198578
75;2021-S13;1616;27093;19;208074
75;2021-S13;2445;44729;29;386230
75;2021-S13;2112;39048;39;332595
75;2021-S13;1816;27910;49;277369
75;2021-S13;1385;19626;59;259307
75;2021-S13;894;13460;69;213755
75;2021-S13;434;6213;79;163119
75;2021-S13;194;2638;89;82607
75;2021-S13;109;1233;90;26637
75;2021-S13;11640;196714;0;2148271
75;2021-S14;361;6800;09;198578
75;2021-S14;1035;12995;19;208074
75;2021-S14;2180;32576;29;386230
75;2021-S14;1839;27296;39;332595
75;2021-S14;1617;19732;49;277369
75;2021-S14;1320;15023;59;259307
75;2021-S14;775;10469;69;213755
75;2021-S14;402;5336;79;163119
75;2021-S14;203;2415;89;82607
75;2021-S14;94;1174;90;26637
75;2021-S14;9827;133850;0;2148271
75;2021-S15;297;3968;09;198578
75;2021-S15;907;11263;19;208074
75;2021-S15;2315;34765;29;386230
75;2021-S15;1873;27121;39;332595
75;2021-S15;1520;19138;49;277369
75;2021-S15;1230;15394;59;259307
75;2021-S15;746;9901;69;213755
75;2021-S15;414;5190;79;163119
75;2021-S15;177;2292;89;82607
75;2021-S15;71;969;90;26637
75;2021-S15;9553;130053;0;2148271
75;2021-S16;289;4201;09;198578
75;2021-S16;760;8213;19;208074
75;2021-S16;2115;31839;29;386230
75;2021-S16;1592;23291;39;332595
75;2021-S16;1127;14955;49;277369
75;2021-S16;1062;13505;59;259307
75;2021-S16;672;9079;69;213755
75;2021-S16;329;4748;79;163119
75;2021-S16;146;2220;89;82607
75;2021-S16;90;1078;90;26637
75;2021-S16;8187;113166;0;2148271
75;2021-S17;249;6128;09;198578
75;2021-S17;630;9070;19;208074
75;2021-S17;1441;29878;29;386230
75;2021-S17;1160;22832;39;332595
75;2021-S17;859;13872;49;277369
75;2021-S17;753;12672;59;259307
75;2021-S17;427;8257;69;213755
75;2021-S17;210;4685;79;163119
75;2021-S17;107;2266;89;82607
75;2021-S17;58;1107;90;26637
75;2021-S17;5897;110798;0;2148271
75;2021-S18;369;9993;09;198578
75;2021-S18;601;11784;19;208074
75;2021-S18;1385;32734;29;386230
75;2021-S18;1066;26197;39;332595
75;2021-S18;737;15472;49;277369
75;2021-S18;616;13470;59;259307
75;2021-S18;357;8488;69;213755
75;2021-S18;152;4898;79;163119
75;2021-S18;72;2141;89;82607
75;2021-S18;41;899;90;26637
75;2021-S18;5399;126157;0;2148271
75;2021-S19;324;9620;09;198578
75;2021-S19;458;14933;19;208074
75;2021-S19;964;35335;29;386230
75;2021-S19;894;29243;39;332595
75;2021-S19;646;17593;49;277369
75;2021-S19;463;13554;59;259307
75;2021-S19;239;8384;69;213755
75;2021-S19;122;4543;79;163119
75;2021-S19;42;1869;89;82607
75;2021-S19;31;741;90;26637
75;2021-S19;4208;137308;0;2148271
75;2021-S20;248;9948;09;198578
75;2021-S20;479;15396;19;208074
75;2021-S20;870;33470;29;386230
75;2021-S20;683;28060;39;332595
75;2021-S20;578;16726;49;277369
75;2021-S20;327;13599;59;259307
75;2021-S20;181;8683;69;213755
75;2021-S20;93;4925;79;163119
75;2021-S20;42;1977;89;82607
75;2021-S20;12;678;90;26637
75;2021-S20;3513;133535;0;2148271
75;2021-S21;115;6705;09;198578
75;2021-S21;374;13589;19;208074
75;2021-S21;714;30753;29;386230
75;2021-S21;475;23807;39;332595
75;2021-S21;387;14353;49;277369
75;2021-S21;258;11491;59;259307
75;2021-S21;125;7803;69;213755
75;2021-S21;55;4784;79;163119
75;2021-S21;21;1960;89;82607
75;2021-S21;17;633;90;26637
75;2021-S21;2542;115939;0;2148271
75;2021-S22;88;6986;09;198578
75;2021-S22;241;12592;19;208074
75;2021-S22;514;31692;29;386230
75;2021-S22;330;23915;39;332595
75;2021-S22;223;14733;49;277369
75;2021-S22;163;11928;59;259307
75;2021-S22;80;8479;69;213755
75;2021-S22;50;5167;79;163119
75;2021-S22;26;2105;89;82607
75;2021-S22;14;623;90;26637
75;2021-S22;1729;118257;0;2148271
75;2021-S23;43;5706;09;198578
75;2021-S23;147;11172;19;208074
75;2021-S23;327;31944;29;386230
75;2021-S23;233;25993;39;332595
75;2021-S23;182;16384;49;277369
75;2021-S23;115;13415;59;259307
75;2021-S23;68;8747;69;213755
75;2021-S23;34;5244;79;163119
75;2021-S23;16;2017;89;82607
75;2021-S23;4;595;90;26637
75;2021-S23;1169;121278;0;2148271
75;2021-S24;31;5565;09;198578
75;2021-S24;88;10147;19;208074
75;2021-S24;203;32722;29;386230
75;2021-S24;147;25037;39;332595
75;2021-S24;108;15102;49;277369
75;2021-S24;90;12382;59;259307
75;2021-S24;39;8800;69;213755
75;2021-S24;29;5323;79;163119
75;2021-S24;11;2028;89;82607
75;2021-S24;7;634;90;26637
75;2021-S24;754;117793;0;2148271
75;2021-S25;42;5081;09;198578
75;2021-S25;67;11477;19;208074
75;2021-S25;196;32402;29;386230
75;2021-S25;143;25295;39;332595
75;2021-S25;71;15372;49;277369
75;2021-S25;42;12429;59;259307
75;2021-S25;33;8298;69;213755
75;2021-S25;16;4785;79;163119
75;2021-S25;9;1843;89;82607
75;2021-S25;5;566;90;26637
75;2021-S25;624;117594;0;2148271
75;2021-S26;31;4522;09;198578
75;2021-S26;218;18473;19;208074
75;2021-S26;506;44236;29;386230
75;2021-S26;240;29513;39;332595
75;2021-S26;94;17899;49;277369
75;2021-S26;81;13652;59;259307
75;2021-S26;45;7955;69;213755
75;2021-S26;21;4703;79;163119
75;2021-S26;7;1868;89;82607
75;2021-S26;2;570;90;26637
75;2021-S26;1250;143471;0;2148271
75;2021-S27;46;5881;09;198578
75;2021-S27;244;23809;19;208074
75;2021-S27;756;52407;29;386230
75;2021-S27;466;33003;39;332595
75;2021-S27;176;19886;49;277369
75;2021-S27;114;14656;59;259307
75;2021-S27;62;8322;69;213755
75;2021-S27;40;4483;79;163119
75;2021-S27;10;1953;89;82607
75;2021-S27;6;674;90;26637
75;2021-S27;1921;165167;0;2148271
75;2021-S28;84;4482;09;198578
75;2021-S28;376;20522;19;208074
75;2021-S28;1360;56077;29;386230
75;2021-S28;698;33133;39;332595
75;2021-S28;264;18440;49;277369
75;2021-S28;179;13415;59;259307
75;2021-S28;103;7596;69;213755
75;2021-S28;36;3889;79;163119
75;2021-S28;21;1656;89;82607
75;2021-S28;14;630;90;26637
75;2021-S28;3136;159920;0;2148271
75;2021-S29;133;4152;09;198578
75;2021-S29;605;21055;19;208074
75;2021-S29;2390;67387;29;386230
75;2021-S29;1242;43171;39;332595
75;2021-S29;476;23108;49;277369
75;2021-S29;292;16152;59;259307
75;2021-S29;165;8963;69;213755
75;2021-S29;78;4702;79;163119
75;2021-S29;28;1864;89;82607
75;2021-S29;14;637;90;26637
75;2021-S29;5426;191302;0;2148271
75;2021-S30;160;5149;09;198578
75;2021-S30;553;24044;19;208074
75;2021-S30;1688;61537;29;386230
75;2021-S30;1129;42392;39;332595
75;2021-S30;511;24802;49;277369
75;2021-S30;306;17336;59;259307
75;2021-S30;202;9441;69;213755
75;2021-S30;117;4678;79;163119
75;2021-S30;44;1973;89;82607
75;2021-S30;20;675;90;26637
75;2021-S30;4730;192073;0;2148271
75;2021-S31;166;4393;09;198578
75;2021-S31;458;20553;19;208074
75;2021-S31;1330;53850;29;386230
75;2021-S31;905;38238;39;332595
75;2021-S31;475;22368;49;277369
75;2021-S31;391;15818;59;259307
75;2021-S31;242;8799;69;213755
75;2021-S31;132;4523;79;163119
75;2021-S31;55;1849;89;82607
75;2021-S31;26;660;90;26637
75;2021-S31;4180;171092;0;2148271
75;2021-S32;174;3556;09;198578
75;2021-S32;434;20698;19;208074
75;2021-S32;1094;66405;29;386230
75;2021-S32;785;49736;39;332595
75;2021-S32;475;28929;49;277369
75;2021-S32;340;20118;59;259307
75;2021-S32;235;11032;69;213755
75;2021-S32;123;5406;79;163119
75;2021-S32;52;2039;89;82607
75;2021-S32;29;769;90;26637
75;2021-S32;3742;208747;0;2148271
75;2021-S33;147;3274;09;198578
75;2021-S33;416;19098;19;208074
75;2021-S33;877;59656;29;386230
75;2021-S33;664;46599;39;332595
75;2021-S33;468;28183;49;277369
75;2021-S33;303;19988;59;259307
75;2021-S33;227;10868;69;213755
75;2021-S33;105;5157;79;163119
75;2021-S33;51;2026;89;82607
75;2021-S33;27;798;90;26637
75;2021-S33;3285;195692;0;2148271
75;2021-S34;179;3302;09;198578
75;2021-S34;376;17160;19;208074
75;2021-S34;839;55228;29;386230
75;2021-S34;666;44060;39;332595
75;2021-S34;478;27746;49;277369
75;2021-S34;315;20327;59;259307
75;2021-S34;176;11469;69;213755
75;2021-S34;145;5616;79;163119
75;2021-S34;47;2076;89;82607
75;2021-S34;36;716;90;26637
75;2021-S34;3258;187746;0;2148271
75;2021-S35;194;4087;09;198578
75;2021-S35;339;15638;19;208074
75;2021-S35;645;51970;29;386230
75;2021-S35;524;41603;39;332595
75;2021-S35;373;26773;49;277369
75;2021-S35;306;20847;59;259307
75;2021-S35;191;12036;69;213755
75;2021-S35;101;6269;79;163119
75;2021-S35;57;2323;89;82607
75;2021-S35;24;845;90;26637
75;2021-S35;2754;182436;0;2148271
75;2021-S36;210;4808;09;198578
75;2021-S36;250;11937;19;208074
75;2021-S36;438;47627;29;386230
75;2021-S36;374;39092;39;332595
75;2021-S36;270;25182;49;277369
75;2021-S36;211;20107;59;259307
75;2021-S36;113;12412;69;213755
75;2021-S36;90;6800;79;163119
75;2021-S36;32;2314;89;82607
75;2021-S36;12;765;90;26637
75;2021-S36;2001;171071;0;2148271
75;2021-S37;183;7883;09;198578
75;2021-S37;220;12768;19;208074
75;2021-S37;341;44277;29;386230
75;2021-S37;326;37364;39;332595
75;2021-S37;246;24467;49;277369
75;2021-S37;163;19606;59;259307
75;2021-S37;131;12331;69;213755
75;2021-S37;72;6857;79;163119
75;2021-S37;29;2338;89;82607
75;2021-S37;14;691;90;26637
75;2021-S37;1726;168618;0;2148271
75;2021-S38;182;7593;09;198578
75;2021-S38;142;11537;19;208074
75;2021-S38;332;40911;29;386230
75;2021-S38;326;35704;39;332595
75;2021-S38;244;23873;49;277369
75;2021-S38;185;19464;59;259307
75;2021-S38;110;12135;69;213755
75;2021-S38;52;6942;79;163119
75;2021-S38;39;2356;89;82607
75;2021-S38;16;718;90;26637
75;2021-S38;1629;161259;0;2148271
75;2021-S39;179;9857;09;198578
75;2021-S39;162;15920;19;208074
75;2021-S39;301;38677;29;386230
75;2021-S39;282;33559;39;332595
75;2021-S39;212;22883;49;277369
75;2021-S39;181;18870;59;259307
75;2021-S39;106;12318;69;213755
75;2021-S39;78;6994;79;163119
75;2021-S39;20;2375;89;82607
75;2021-S39;12;645;90;26637
75;2021-S39;1533;162122;0;2148271
75;2021-S40;148;9679;09;198578
75;2021-S40;176;14878;19;208074
75;2021-S40;332;34266;29;386230
75;2021-S40;311;30470;39;332595
75;2021-S40;229;21591;49;277369
75;2021-S40;193;17762;59;259307
75;2021-S40;109;11899;69;213755
75;2021-S40;73;7045;79;163119
75;2021-S40;26;2428;89;82607
75;2021-S40;7;675;90;26637
75;2021-S40;1606;150723;0;2148271
75;2021-S41;141;10861;09;198578
75;2021-S41;176;13336;19;208074
75;2021-S41;381;29657;29;386230
75;2021-S41;373;28129;39;332595
75;2021-S41;293;20229;49;277369
75;2021-S41;201;16853;59;259307
75;2021-S41;118;11793;69;213755
75;2021-S41;106;7134;79;163119
75;2021-S41;31;2416;89;82607
75;2021-S41;8;654;90;26637
75;2021-S41;1829;141091;0;2148271
75;2021-S42;217;13201;09;198578
75;2021-S42;205;15906;19;208074
75;2021-S42;340;20377;29;386230
75;2021-S42;324;21548;39;332595
75;2021-S42;281;17381;49;277369
75;2021-S42;211;14103;59;259307
75;2021-S42;157;9436;69;213755
75;2021-S42;89;5539;79;163119
75;2021-S42;25;1995;89;82607
75;2021-S42;20;559;90;26637
75;2021-S42;1869;120063;0;2148271
75;2021-S43;143;3969;09;198578
75;2021-S43;162;14220;19;208074
75;2021-S43;395;21712;29;386230
75;2021-S43;439;22182;39;332595
75;2021-S43;271;16578;49;277369
75;2021-S43;215;13977;59;259307
75;2021-S43;127;9024;69;213755
75;2021-S43;82;5497;79;163119
75;2021-S43;29;2058;89;82607
75;2021-S43;13;649;90;26637
75;2021-S43;1877;109884;0;2148271
75;2021-S44;140;3022;09;198578
